Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Sint Maarten (Dutch part),SXM,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"""Population, total""",SP.POP.TOTL,38825,39969,40574,40654,..
Slovak Republic,SVK,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Slovak Republic,SVK,"""Income share held by lowest 20%""",SI.DST.FRST.20,8.5,8.7,..,..,..
Slovak Republic,SVK,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,76.56341463,77.16585366,77.16585366,77.16585366,..
Slovak Republic,SVK,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,6.1,5.9,5.7,5.6,..
Slovak Republic,SVK,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,95,95,96,96,..
Slovak Republic,SVK,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,16309.07324,16505.99806,17510.08899,19442.70576,..
Slovak Republic,SVK,"""International tourism, number of arrivals""",ST.INT.ARVL,1721000,2027000,2162000,2256000,..
Slovak Republic,SVK,"""International tourism, number of departures""",ST.INT.DPRT,2777000,3095000,3870000,..,..
Slovak Republic,SVK,"""Population density (people per sq. km of land area)""",EN.POP.DNST,112.8031442,112.9533694,113.1287854,113.2905782,..
Slovak Republic,SVK,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Slovak Republic,SVK,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,403844,404526,407236,410724,..
Slovak Republic,SVK,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,423708,424270,427020,430599,..
Slovak Republic,SVK,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,1915563,1902458,1886716,1869171,..
Slovak Republic,SVK,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,1918798,1909476,1897989,1885013,..
Slovak Republic,SVK,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,292968,306385,320548,334878,..
Slovak Republic,SVK,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,468920,483682,499723,516386,..
Slovak Republic,SVK,"""Population, female""",SP.POP.TOTL.FE.IN,2788327,2790667,2793675,2796281,..
Slovak Republic,SVK,"""Population, male""",SP.POP.TOTL.MA.IN,2635474,2640131,2645557,2650490,..
Slovak Republic,SVK,"""Population, total""",SP.POP.TOTL,5423801,5430798,5439232,5446771,..
Slovenia,SVN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Slovenia,SVN,"""Income share held by lowest 20%""",SI.DST.FRST.20,9.6,9.7,10,..,..
Slovenia,SVN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,80.77560976,81.17560976,81.02926829,81.02926829,..
Slovenia,SVN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,2.5,2.4,2.2,2.1,..
Slovenia,SVN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,94,92,93,93,..
Slovenia,SVN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,20881.76677,21622.58068,23442.70428,26123.97387,..
Slovenia,SVN,"""International tourism, number of arrivals""",ST.INT.ARVL,3022000,3397000,3991000,4425000,..
Slovenia,SVN,"""International tourism, number of departures""",ST.INT.DPRT,2867000,2853000,3013000,3188000,..
Slovenia,SVN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,102.4461087,102.5241808,102.5910064,102.6398595,..
Slovenia,SVN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Slovenia,SVN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,146770,148066,149446,151208,..
Slovenia,SVN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,155946,157122,158491,160326,..
Slovenia,SVN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,672871,667773,661685,657136,..
Slovenia,SVN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,716231,710442,703667,698596,..
Slovenia,SVN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,153265,159001,165506,172939,..
Slovenia,SVN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,218449,222638,227592,233689,..
Slovenia,SVN,"""Population, female""",SP.POP.TOTL.FE.IN,1038090,1038477,1038723,1042032,..
Slovenia,SVN,"""Population, male""",SP.POP.TOTL.MA.IN,1025441,1026565,1027665,1031862,..
Slovenia,SVN,"""Population, total""",SP.POP.TOTL,2063531,2065042,2066388,2073894,..
Solomon Islands,SLB,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Solomon Islands,SLB,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Solomon Islands,SLB,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,72.173,72.424,72.645,72.835,..
Solomon Islands,SLB,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,22,21.3,20.6,20,..
Solomon Islands,SLB,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,75,82,84,93,..
Solomon Islands,SLB,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,1914.46793,1986.416229,2059.045427,2137.690695,..
Solomon Islands,SLB,"""International tourism, number of arrivals""",ST.INT.ARVL,21600,23200,25700,27900,..
Solomon Islands,SLB,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Solomon Islands,SLB,"""Population density (people per sq. km of land area)""",EN.POP.DNST,21.54762415,22.1306538,22.72375849,23.32468739,..
Solomon Islands,SLB,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Solomon Islands,SLB,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,117985,121206,124255,127204,..
Solomon Islands,SLB,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,125851,129213,132413,135518,..
Solomon Islands,SLB,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,167813,172154,176808,181661,..
Solomon Islands,SLB,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,170219,174890,179847,184981,..
Solomon Islands,SLB,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,10500,10808,11120,11449,..
Solomon Islands,SLB,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,10751,11166,11595,12045,..
Solomon Islands,SLB,"""Population, female""",SP.POP.TOTL.FE.IN,296549,304526,312658,320910,..
Solomon Islands,SLB,"""Population, male""",SP.POP.TOTL.MA.IN,306569,314911,323380,331948,..
Solomon Islands,SLB,"""Population, total""",SP.POP.TOTL,603118,619437,636038,652858,..
Somalia,SOM,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Somalia,SOM,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Somalia,SOM,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,55.92,56.324,56.709,57.068,..
Somalia,SOM,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,133.4,129.4,125.5,121.5,..
Somalia,SOM,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,46,46,46,46,..
Somalia,SOM,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,293.4552357,295.9678516,309.0553548,314.5441657,..
Somalia,SOM,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
Somalia,SOM,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Somalia,SOM,"""Population density (people per sq. km of land area)""",EN.POP.DNST,21.99317914,22.61232027,23.25552173,23.9234769,..
Somalia,SOM,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,1782796,1877307,1976828,2081624,..
Somalia,SOM,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,3233141,3307903,3387884,3471808,..
Somalia,SOM,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,3274842,3351295,3432961,3518473,..
Somalia,SOM,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,3479811,3593312,3708983,3828326,..
Somalia,SOM,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,3423387,3531805,3642965,3758317,..
Somalia,SOM,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,184627,192383,199908,207274,..
Somalia,SOM,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,201394,208916,216416,223956,..
Somalia,SOM,"""Population, female""",SP.POP.TOTL.FE.IN,6914346,7110131,7313284,7524090,..
Somalia,SOM,"""Population, male""",SP.POP.TOTL.MA.IN,6882855,7075482,7275835,7484064,..
Somalia,SOM,"""Population, total""",SP.POP.TOTL,13797201,14185613,14589119,15008154,..
South Africa,ZAF,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
South Africa,ZAF,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
South Africa,ZAF,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,62.649,63.153,63.538,63.857,..
South Africa,ZAF,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,37.7,36.6,35.3,33.8,..
South Africa,ZAF,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,86,85,70,70,..
South Africa,ZAF,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,5734.633629,5272.918425,6132.479841,6374.028196,..
South Africa,ZAF,"""International tourism, number of arrivals""",ST.INT.ARVL,8904000,10044000,10285000,10472000,..
South Africa,ZAF,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
South Africa,ZAF,"""Population density (people per sq. km of land area)""",EN.POP.DNST,45.65726121,46.33098451,46.98781706,47.63011978,..
South Africa,ZAF,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,18882420,19373371,19879305,20400727,..
South Africa,ZAF,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,8025539,8120308,8216132,8307248,..
South Africa,ZAF,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,8197753,8298736,8399734,8494831,..
South Africa,ZAF,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,18346665,18616604,18875347,19129731,..
South Africa,ZAF,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,18030791,18289227,18534401,18775175,..
South Africa,ZAF,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,1108459,1145779,1182715,1218728,..
South Africa,ZAF,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,1677160,1733000,1792122,1853908,..
South Africa,ZAF,"""Population, female""",SP.POP.TOTL.FE.IN,28049364,28469912,28883601,29290888,..
South Africa,ZAF,"""Population, male""",SP.POP.TOTL.MA.IN,27337003,27733742,28116850,28488734,..
South Africa,ZAF,"""Population, total""",SP.POP.TOTL,55386367,56203654,57000451,57779622,..
South Sudan,SSD,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,65.6,82.3,..,..,..
South Sudan,SSD,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
South Sudan,SSD,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,56.855,57.12,57.365,57.604,..
South Sudan,SSD,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,98.6,98.6,98.6,98.6,..
South Sudan,SSD,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,53,51,51,51,..
South Sudan,SSD,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,1119.651332,..,..,..,..
South Sudan,SSD,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
South Sudan,SSD,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
South Sudan,SSD,"""Population density (people per sq. km of land area)""",EN.POP.DNST,..,..,..,..,..
South Sudan,SSD,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
South Sudan,SSD,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,2249047,2262041,2266406,2266875,..
South Sudan,SSD,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,2303545,2317333,2322309,2323266,..
South Sudan,SSD,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,2909757,2951637,2984416,3015353,..
South Sudan,SSD,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,2887691,2930773,2964937,2997411,..
South Sudan,SSD,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,169251,171543,172240,172079,..
South Sudan,SSD,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,196367,199185,200452,200936,..
South Sudan,SSD,"""Population, female""",SP.POP.TOTL.FE.IN,5355171,5412863,5451274,5483164,..
South Sudan,SSD,"""Population, male""",SP.POP.TOTL.MA.IN,5360487,5419649,5459485,5492756,..
South Sudan,SSD,"""Population, total""",SP.POP.TOTL,10715658,10832512,10910759,10975920,..
Spain,ESP,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Spain,ESP,"""Income share held by lowest 20%""",SI.DST.FRST.20,5.8,5.7,6.2,..,..
Spain,ESP,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,82.83170732,83.32926829,83.28292683,83.33414634,..
Spain,ESP,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,3.3,3.2,3.1,3,..
Spain,ESP,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,96,97,98,97,..
Spain,ESP,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,25732.01836,26505.62433,28100.85228,30370.89233,..
Spain,ESP,"""International tourism, number of arrivals""",ST.INT.ARVL,68175000,75315000,81869000,82773000,..
Spain,ESP,"""International tourism, number of departures""",ST.INT.DPRT,14407000,15405000,17031000,19116000,..
Spain,ESP,"""Population density (people per sq. km of land area)""",EN.POP.DNST,92.95268301,93.04827901,93.26780444,93.52905826,..
Spain,ESP,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,11498369,11660367,11824650,11991249,..
Spain,ESP,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,3353429,3326716,3320413,3325187,..
Spain,ESP,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,3569787,3536639,3530091,3538264,..
Spain,ESP,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,15354018,15344498,15339378,15353999,..
Spain,ESP,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,15507108,15485184,15481869,15509978,..
Spain,ESP,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,3727845,3792350,3857456,3930431,..
Spain,ESP,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,4932645,4998675,5064028,5138681,..
Spain,ESP,"""Population, female""",SP.POP.TOTL.FE.IN,23640092,23669889,23723820,23817867,..
Spain,ESP,"""Population, male""",SP.POP.TOTL.MA.IN,22804740,22814173,22869416,22978673,..
Spain,ESP,"""Population, total""",SP.POP.TOTL,46444832,46484062,46593236,46796540,..
Sri Lanka,LKA,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,4.1,..,..,..
Sri Lanka,LKA,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,7,..,..,..
Sri Lanka,LKA,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,76.316,76.482,76.648,76.812,..
Sri Lanka,LKA,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,8.8,8.2,7.8,7.4,..
Sri Lanka,LKA,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,99,99,99,..
Sri Lanka,LKA,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,3843.780672,3886.291502,4104.630983,4102.48135,..
Sri Lanka,LKA,"""International tourism, number of arrivals""",ST.INT.ARVL,1798000,2051000,2116400,2334000,..
Sri Lanka,LKA,"""International tourism, number of departures""",ST.INT.DPRT,1356000,1448000,1439000,1476000,..
Sri Lanka,LKA,"""Population density (people per sq. km of land area)""",EN.POP.DNST,334.396428,338.1119439,341.9550311,345.558922,..
Sri Lanka,LKA,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
Sri Lanka,LKA,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,2577781,2586880,2594699,2597170,..
Sri Lanka,LKA,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,2617049,2627863,2639050,2646237,..
Sri Lanka,LKA,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,7156596,7222430,7292381,7358641,..
Sri Lanka,LKA,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,6649093,6694531,6746856,6798314,..
Sri Lanka,LKA,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,841392,883419,924226,964240,..
Sri Lanka,LKA,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,1128089,1187877,1246788,1305398,..
Sri Lanka,LKA,"""Population, female""",SP.POP.TOTL.FE.IN,10862466,10997188,11133868,11261209,..
Sri Lanka,LKA,"""Population, male""",SP.POP.TOTL.MA.IN,10107534,10205812,10310132,10408791,..
Sri Lanka,LKA,"""Population, total""",SP.POP.TOTL,20970000,21203000,21444000,21670000,..
St. Kitts and Nevis,KNA,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,13.1,12.7,12.4,12,..
St. Kitts and Nevis,KNA,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,95,94,93,96,..
St. Kitts and Nevis,KNA,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,18029.32554,18811.94512,19155.43173,19275.41851,..
St. Kitts and Nevis,KNA,"""International tourism, number of arrivals""",ST.INT.ARVL,118000,116000,115000,125000,..
St. Kitts and Nevis,KNA,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population density (people per sq. km of land area)""",EN.POP.DNST,196.9346154,198.5576923,200.1730769,201.6961538,..
St. Kitts and Nevis,KNA,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
St. Kitts and Nevis,KNA,"""Population, total""",SP.POP.TOTL,51203,51625,52045,52441,..
St. Lucia,LCA,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,25,..,..,..
St. Lucia,LCA,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,3.1,..,..,..
St. Lucia,LCA,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,75.596,75.752,75.907,76.057,..
St. Lucia,LCA,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,17.8,17.4,17,16.6,..
St. Lucia,LCA,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,97,99,87,86,..
St. Lucia,LCA,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,9262.256115,9452.055364,10039.67141,10566.04975,..
St. Lucia,LCA,"""International tourism, number of arrivals""",ST.INT.ARVL,345000,348000,386000,395000,..
St. Lucia,LCA,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
St. Lucia,LCA,"""Population density (people per sq. km of land area)""",EN.POP.DNST,293.6491803,295.1213115,296.647541,298.1786885,..
St. Lucia,LCA,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
St. Lucia,LCA,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,17523,17209,16911,16649,..
St. Lucia,LCA,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,17881,17585,17303,17057,..
St. Lucia,LCA,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,64725,65317,65908,66450,..
St. Lucia,LCA,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,62457,62961,63454,63893,..
St. Lucia,LCA,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,7872,8108,8360,8630,..
St. Lucia,LCA,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,8669,8846,9019,9210,..
St. Lucia,LCA,"""Population, female""",SP.POP.TOTL.FE.IN,90917,91371,91838,92309,..
St. Lucia,LCA,"""Population, male""",SP.POP.TOTL.MA.IN,88209,88653,89117,89580,..
St. Lucia,LCA,"""Population, total""",SP.POP.TOTL,179126,180024,180955,181889,..
St. Martin (French part),MAF,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
St. Martin (French part),MAF,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
St. Martin (French part),MAF,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,79.47073171,79.62195122,79.72195122,79.87073171,..
St. Martin (French part),MAF,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,..,..,..,..,..
St. Martin (French part),MAF,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,..,..,..,..,..
St. Martin (French part),MAF,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,..,..,..,..,..
St. Martin (French part),MAF,"""International tourism, number of arrivals""",ST.INT.ARVL,..,..,..,..,..
St. Martin (French part),MAF,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
St. Martin (French part),MAF,"""Population density (people per sq. km of land area)""",EN.POP.DNST,659.1544118,662.9595588,672.0588235,..,..
St. Martin (French part),MAF,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
St. Martin (French part),MAF,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population, female""",SP.POP.TOTL.FE.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population, male""",SP.POP.TOTL.MA.IN,..,..,..,..,..
St. Martin (French part),MAF,"""Population, total""",SP.POP.TOTL,35858,36065,36560,37264,..
St. Vincent and the Grenadines,VCT,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,72.095,72.193,72.3,72.415,..
St. Vincent and the Grenadines,VCT,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,18,17.4,16.9,16.4,..
St. Vincent and the Grenadines,VCT,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,99,99,99,99,..
St. Vincent and the Grenadines,VCT,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,6920.878074,7075.06582,7212.960181,7361.400962,..
St. Vincent and the Grenadines,VCT,"""International tourism, number of arrivals""",ST.INT.ARVL,75000,79000,76000,80000,..
St. Vincent and the Grenadines,VCT,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"""Population density (people per sq. km of land area)""",EN.POP.DNST,279.8666667,280.6641026,281.6076923,282.5897436,..
St. Vincent and the Grenadines,VCT,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,..,..,..,..,..
St. Vincent and the Grenadines,VCT,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,12750,12607,12443,12290,..
St. Vincent and the Grenadines,VCT,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,13139,12961,12751,12552,..
St. Vincent and the Grenadines,VCT,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,35697,35964,36276,36576,..
St. Vincent and the Grenadines,VCT,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,37479,37709,37975,38224,..
St. Vincent and the Grenadines,VCT,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,4971,5035,5116,5201,..
St. Vincent and the Grenadines,VCT,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,5113,5183,5266,5367,..
St. Vincent and the Grenadines,VCT,"""Population, female""",SP.POP.TOTL.FE.IN,53560,53754,53985,54233,..
St. Vincent and the Grenadines,VCT,"""Population, male""",SP.POP.TOTL.MA.IN,55588,55705,55842,55977,..
St. Vincent and the Grenadines,VCT,"""Population, total""",SP.POP.TOTL,109148,109459,109827,110210,..
Sudan,SDN,"""Poverty headcount ratio at national poverty lines (% of population)""",SI.POV.NAHC,..,..,..,..,..
Sudan,SDN,"""Income share held by lowest 20%""",SI.DST.FRST.20,..,..,..,..,..
Sudan,SDN,"""Life expectancy at birth, total (years)""",SP.DYN.LE00.IN,64.429,64.663,64.881,65.095,..
Sudan,SDN,"""Mortality rate, under-5 (per 1,000 live births)""",SH.DYN.MORT,66.3,64.4,62.4,60.5,..
Sudan,SDN,"""Immunization, measles (% of children ages 12-23 months)""",SH.IMM.MEAS,87,86,90,88,..
Sudan,SDN,"""GDP per capita (current US$)""",NY.GDP.PCAP.CD,2486.745659,2398.10188,3015.02443,977.2736357,..
Sudan,SDN,"""International tourism, number of arrivals""",ST.INT.ARVL,741000,800000,813000,836000,..
Sudan,SDN,"""International tourism, number of departures""",ST.INT.DPRT,..,..,..,..,..
Sudan,SDN,"""Population density (people per sq. km of land area)""",EN.POP.DNST,..,..,..,..,..
Sudan,SDN,"""Population in urban agglomerations of more than 1 million""",EN.URB.MCTY,5128318,5260153,5395378,5534079,..
Sudan,SDN,"""Population ages 0-14, female""",SP.POP.0014.FE.IN,7961692,8091904,8220569,8348475,..
Sudan,SDN,"""Population ages 0-14, male""",SP.POP.0014.MA.IN,8184552,8320517,8453606,8584824,..
Sudan,SDN,"""Population ages 15-64, female""",SP.POP.1564.FE.IN,10799265,11111209,11435442,11771162,..
Sudan,SDN,"""Population ages 15-64, male""",SP.POP.1564.MA.IN,10617698,10933331,11260948,11600094,..
Sudan,SDN,"""Population ages 65 and above, male""",SP.POP.65UP.MA.IN,622378,646385,670911,696028,..
Sudan,SDN,"""Population ages 65 and above, female""",SP.POP.65UP.FE.IN,717365,744094,771920,800950,..
Sudan,SDN,"""Population, female""",SP.POP.TOTL.FE.IN,19478322,19947207,20427931,20920587,..
Sudan,SDN,"""Population, male""",SP.POP.TOTL.MA.IN,19424628,19900233,20385465,20880946,..
